m2700s22115,Bar.Pressure (mm-Hg),Solar Rad (wat/m2),RH (%),Temperature (*C),Rainfall (mm),Wind Dir (Deg),Wind Gust (km/h),Wind Speed (km/h),Dew Point (*C)
,mm-Hg,wat/m2,%,*C,mm,Deg,km/h,km/h,*C
,BAR,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
06-07-2022 14:40,723,960,41.7,38.7,0,271,33,17,23.4
06-07-2022 14:45,723,868,41.1,38.9,0,221,37,12,23.3
06-07-2022 14:50,722.9,831,41.4,38.8,0,292,24,16,23.3
06-07-2022 14:55,722.8,829,40.8,38.9,0,168,28,12,23.2
06-07-2022 15:00,722.7,911,41,39,0,282,28,16,23.4
06-07-2022 15:05,722.8,673,41.4,38.8,0,235,20,12,23.3
06-07-2022 15:10,722.9,397,42.2,38.2,0,275,33,14,23.1
06-07-2022 15:15,722.8,400,42.5,38.2,0,249,33,12,23.2
06-07-2022 15:20,722.7,634,41.7,38.7,0,247,22,11,23.4
06-07-2022 15:25,722.6,417,42.5,38.3,0,230,19,12,23.3
06-07-2022 15:30,722.6,191,42.8,38.1,0,248,20,9,23.3
06-07-2022 15:35,722.7,157,43.7,37.7,0,259,22,12,23.2
06-07-2022 15:40,722.7,476,42.9,38.2,0,207,27,9,23.4
06-07-2022 15:45,722.6,580,41.3,38.7,0,245,14,9,23.2
06-07-2022 15:50,722.5,508,41.3,38.7,0,272,19,12,23.2
06-07-2022 15:55,722.4,239,42.6,38.1,0,256,32,12,23.2
06-07-2022 16:00,722.5,689,41,38.8,0,208,22,11,23.2
06-07-2022 16:05,722.3,206,42,37.9,0,268,25,16,22.8
06-07-2022 16:10,722.4,310,42.2,38.1,0,228,17,9,23
06-07-2022 16:15,722.3,626,41,38.6,0,221,24,11,23
06-07-2022 16:20,722.2,687,40.1,39,0,230,25,9,23
06-07-2022 16:25,722.2,578,40.8,38.6,0,259,32,17,22.9
06-07-2022 16:30,722.1,325,41.1,38.5,0,231,24,14,22.9
06-07-2022 16:35,722.1,456,40.1,38.4,0,200,17,9,22.5
06-07-2022 16:40,722.2,484,40.3,38.8,0,276,19,11,22.9
06-07-2022 16:45,722.1,297,40.9,38.3,0,192,30,14,22.7
06-07-2022 16:50,722.1,557,40.1,38.7,0,255,24,12,22.7
06-07-2022 16:55,722.1,531,39.7,38.8,0,235,27,14,22.6
06-07-2022 17:00,722.1,514,39.4,39,0,199,24,11,22.7
06-07-2022 17:05,722.1,473,39.5,39,0,288,19,9,22.7
06-07-2022 17:10,722.2,517,39,38.9,0,241,24,12,22.4
06-07-2022 17:15,722.3,510,38.2,39.2,0,279,30,12,22.4
06-07-2022 17:20,722.2,460,37.5,39.2,0,183,14,6,22.1
06-07-2022 17:25,722.3,388,37.6,38.9,0,283,28,12,21.8
06-07-2022 17:30,722.4,288,38.4,38.8,0,245,27,12,22.1
06-07-2022 17:35,722.5,320,38.6,38.7,0,148,24,14,22.1
06-07-2022 17:40,722.5,268,37.5,38.6,0,231,20,11,21.5
06-07-2022 17:45,722.5,192,38.1,38.3,0,175,24,14,21.5
06-07-2022 17:50,722.6,241,37.6,38.6,0,213,20,12,21.6
06-07-2022 17:55,722.7,272,38.1,38.4,0,182,20,12,21.6
06-07-2022 18:00,722.7,230,41.8,37.9,0,340,32,17,22.7
06-07-2022 18:05,722.9,197,45,37.3,0,316,24,14,23.4
06-07-2022 18:10,723,191,45.4,37.3,0,331,17,11,23.5
06-07-2022 18:15,723.2,177,45.5,37.1,0,321,19,12,23.4
06-07-2022 18:20,723.2,172,45.6,37.2,0,340,14,9,23.5
06-07-2022 18:25,723.2,143,45.8,37.1,0,231,20,9,23.5
06-07-2022 18:30,723.4,116,48.3,36.4,0,340,28,17,23.7
06-07-2022 18:35,723.8,101,51.6,35.6,0,314,22,14,24.1
06-07-2022 18:40,724.1,102,52.7,35.2,0,338,20,14,24.1
06-07-2022 18:45,724.4,101,53.4,34.7,0,341,24,16,23.8
06-07-2022 18:50,724.5,91,52.9,34.9,0,313,19,11,23.9
06-07-2022 18:55,724.5,76,53.1,34.8,0,295,19,12,23.8
06-07-2022 19:00,724.5,58,52.9,34.8,0,324,14,8,23.8
06-07-2022 19:05,724.7,46,52.9,34.7,0,261,9,6,23.7
06-07-2022 19:10,724.8,37,52.8,34.8,0,303,8,4,23.7
06-07-2022 19:15,724.8,34,52.4,34.9,0,338,6,4,23.7
06-07-2022 19:20,724.7,20,52.1,34.8,0,320,9,6,23.5
06-07-2022 19:25,724.8,12,51.4,35,0,347,12,8,23.5
06-07-2022 19:30,724.8,5,51.7,34.8,0,351,12,8,23.4
06-07-2022 19:35,724.8,2,52.2,34.7,0,337,11,6,23.5
06-07-2022 19:40,724.9,0,52.3,34.6,0,343,9,6,23.4
06-07-2022 19:45,724.9,0,52.8,34.6,0,319,8,4,23.6
06-07-2022 19:50,725,0,53.1,34.5,0,345,6,1,23.6
06-07-2022 19:55,725.1,0,53.1,34.5,0,345,6,3,23.6
06-07-2022 20:00,725.1,0,52.9,34.6,0,344,8,3,23.6
06-07-2022 20:05,725.1,0,52.8,34.6,0,206,3,0,23.6
06-07-2022 20:10,725.2,0,52.7,34.6,0,228,3,1,23.5
06-07-2022 20:15,725.3,0,52.4,34.7,0,360,3,0,23.5
06-07-2022 20:20,725.3,0,53.1,34.6,0,121,1,0,23.7
06-07-2022 20:25,725.6,0,53.5,34.5,0,1,3,0,23.7
06-07-2022 20:30,725.7,0,53.4,34.5,0,1,1,0,23.7
06-07-2022 20:35,725.7,0,53.2,34.5,0,168,3,1,23.6
06-07-2022 20:40,725.9,0,52.6,34.6,0,337,4,3,23.5
06-07-2022 20:45,726.1,0,52.4,34.7,0,326,4,1,23.5
06-07-2022 20:50,726.2,0,52.8,34.6,0,307,3,0,23.6
06-07-2022 20:55,726.3,0,53,34.6,0,314,3,0,23.6
06-07-2022 21:00,726.5,0,52.3,34.8,0,182,6,1,23.6
06-07-2022 21:05,726.6,0,52.4,34.7,0,320,4,1,23.5
06-07-2022 21:10,726.7,0,52.7,34.7,0,331,6,1,23.6
06-07-2022 21:15,726.8,0,54,34.5,0,271,3,1,23.8
06-07-2022 21:20,726.8,0,55,34.4,0,278,6,1,24.1
06-07-2022 21:25,726.8,0,54.8,34.4,0,278,4,1,24
06-07-2022 21:30,726.9,0,55.5,34.3,0,275,3,1,24.1
06-07-2022 21:35,727,0,53.7,34.6,0,295,6,1,23.8
06-07-2022 21:40,727.1,0,53.6,34.6,0,306,4,0,23.8
06-07-2022 21:45,727.1,0,53.3,34.7,0,285,3,0,23.8
06-07-2022 21:50,727.2,0,54.1,34.6,0,289,3,0,24
06-07-2022 21:55,727.2,0,54.4,34.6,0,293,1,0,24.1
06-07-2022 22:00,727.3,0,53.9,34.6,0,300,4,1,23.9
06-07-2022 22:05,727.2,0,54.1,34.6,0,323,6,1,24
06-07-2022 22:10,727.3,0,54.4,34.5,0,316,4,1,24
06-07-2022 22:15,727.3,0,53.7,34.6,0,320,6,3,23.8
06-07-2022 22:20,727.3,0,54,34.6,0,292,4,1,23.9
06-07-2022 22:25,727.3,0,54,34.5,0,326,20,9,23.8
06-07-2022 22:30,727.3,0,54.5,34.3,0,340,16,11,23.8
06-07-2022 22:35,727.3,0,55.4,34.2,0,336,11,8,24
06-07-2022 22:40,727.3,0,56.1,33.9,0,333,14,8,23.9
06-07-2022 22:45,727.4,0,56.7,33.8,0,331,9,4,24
06-07-2022 22:50,727.5,0,56.8,33.6,0,345,9,4,23.8
06-07-2022 22:55,727.5,0,56.8,33.6,0,351,3,0,23.8
06-07-2022 23:00,727.7,0,56.5,33.6,0,354,3,0,23.8
06-07-2022 23:05,727.5,0,55.8,33.6,0,357,6,1,23.6
06-07-2022 23:10,727.5,0,55.4,33.6,0,355,4,0,23.4
06-07-2022 23:15,727.4,0,56,33.6,0,355,0,0,23.6
06-07-2022 23:20,727.5,0,56.6,33.4,0,355,1,0,23.6
06-07-2022 23:25,727.6,0,58.4,33.2,0,223,3,1,23.9
06-07-2022 23:30,727.7,0,58.9,33.2,0,211,4,1,24.1
06-07-2022 23:35,727.7,0,57.6,33.4,0,217,3,1,23.9
06-07-2022 23:40,727.7,0,56.6,33.4,0,217,1,0,23.6
06-07-2022 23:45,727.8,0,57,33.6,0,217,0,0,23.9
06-07-2022 23:50,727.8,0,58.7,33.3,0,217,0,0,24.1
06-07-2022 23:55,728,0,59.9,33.1,0,224,3,0,24.3
07-07-2022 00:00,728,0,60.9,32.9,0,245,4,1,24.4
07-07-2022 00:05,728,0,62.4,32.6,0,255,8,3,24.5
07-07-2022 00:10,728,0,62.9,32.7,0,256,9,4,24.7
07-07-2022 00:15,728.1,0,62.8,32.7,0,271,8,4,24.7
07-07-2022 00:20,728,0,62.6,32.8,0,286,4,1,24.7
07-07-2022 00:25,728,0,62.8,32.7,0,312,4,3,24.7
07-07-2022 00:30,728.1,0,63.4,32.6,0,283,4,1,24.7
07-07-2022 00:35,728.2,0,62.3,32.8,0,338,11,6,24.6
07-07-2022 00:40,728.2,0,60.5,32.7,0,344,12,6,24.1
07-07-2022 00:45,728.3,0,59.6,32.7,0,175,6,3,23.8
07-07-2022 00:50,728.3,0,59.7,32.7,0,320,8,1,23.8
07-07-2022 00:55,728.3,0,60.5,32.4,0,302,9,4,23.8
07-07-2022 01:00,728.3,0,61.2,32.2,0,296,6,3,23.8
07-07-2022 01:05,728.2,0,61.6,32.1,0,336,9,6,23.8
07-07-2022 01:10,728.2,0,62.6,31.8,0,310,8,3,23.8
07-07-2022 01:15,728.2,0,63.8,31.7,0,330,8,4,24
07-07-2022 01:20,728.2,0,64.1,31.7,0,345,9,4,24.1
07-07-2022 01:25,728.3,0,64.8,31.6,0,344,8,4,24.2
07-07-2022 01:30,728.4,0,65,31.5,0,235,6,1,24.1
07-07-2022 01:35,728.4,0,65.3,31.3,0,334,4,3,24
07-07-2022 01:40,728.4,0,65.9,31.3,0,343,9,6,24.2
07-07-2022 01:45,728.5,0,66.7,31.3,0,340,9,6,24.4
07-07-2022 01:50,728.4,0,67.9,31.1,0,338,11,6,24.5
07-07-2022 01:55,728.5,0,68.5,31,0,340,12,6,24.5
07-07-2022 02:00,728.6,0,68.9,30.9,0,344,14,8,24.5
07-07-2022 02:05,728.6,0,69.8,30.8,0,344,12,11,24.6
07-07-2022 02:10,728.6,0,70.2,30.8,0,279,9,4,24.7
07-07-2022 02:15,728.6,0,70.2,31,0,211,8,3,24.9
07-07-2022 02:20,728.7,0,70.1,31.1,0,97,11,3,25
07-07-2022 02:25,728.6,0,69.9,31.2,0,69,6,1,25.1
07-07-2022 02:30,728.6,0,70.4,31.2,0,32,4,1,25.2
07-07-2022 02:35,728.6,0,70.9,31.1,0,38,6,1,25.2
07-07-2022 02:40,728.5,0,70.7,31.1,0,53,11,6,25.1
07-07-2022 02:45,728.5,0,70.5,31.1,0,55,9,6,25.1
07-07-2022 02:50,728.4,0,70.7,30.9,0,56,8,4,25
07-07-2022 02:55,728.3,0,71,30.8,0,53,6,3,24.9
07-07-2022 03:00,728.3,0,71.1,30.8,0,46,8,4,25
07-07-2022 03:05,728.3,0,71.1,30.8,0,46,6,3,25
07-07-2022 03:10,728.3,0,71.4,30.7,0,62,6,1,24.9
07-07-2022 03:15,728.3,0,71.8,30.6,0,49,6,1,24.9
07-07-2022 03:20,728.4,0,71.5,30.7,0,40,3,0,25
07-07-2022 03:25,728.4,0,71.5,30.7,0,22,6,1,25
07-07-2022 03:30,728.3,0,71.4,30.7,0,43,6,1,24.9
07-07-2022 03:35,728.3,0,71.4,30.6,0,36,3,0,24.8
07-07-2022 03:40,728.4,0,71.3,30.7,0,40,4,1,24.9
07-07-2022 03:45,728.4,0,71.3,30.7,0,63,6,3,24.9
07-07-2022 03:50,728.3,0,71.1,30.7,0,28,4,1,24.9
07-07-2022 03:55,728.3,0,70.9,30.6,0,32,4,1,24.7
07-07-2022 04:00,728.3,0,70.9,30.6,0,42,6,3,24.7
07-07-2022 04:05,728.2,0,71.3,30.5,0,52,4,1,24.7
07-07-2022 04:10,728.2,0,71.5,30.4,0,57,6,3,24.7
07-07-2022 04:15,728.1,0,71.6,30.4,0,69,6,3,24.7
07-07-2022 04:20,728.1,0,71.5,30.4,0,72,3,1,24.7
07-07-2022 04:25,728.2,0,71.9,30.4,0,72,3,1,24.8
07-07-2022 04:30,728.2,0,72,30.5,0,72,3,0,24.9
07-07-2022 04:35,728.3,0,72.2,30.3,0,72,1,0,24.7
07-07-2022 04:40,728.4,0,72.2,30.3,0,72,3,1,24.7
07-07-2022 04:45,728.4,0,72.3,30.3,0,60,4,3,24.8
07-07-2022 04:50,728.4,0,72.6,30.3,0,62,4,3,24.8
07-07-2022 04:55,728.5,0,73,30.2,0,63,3,0,24.8
07-07-2022 05:00,728.5,0,72.9,30.3,0,64,1,0,24.9
07-07-2022 05:05,728.4,0,73.2,30.3,0,64,1,0,25
07-07-2022 05:10,728.4,0,74.1,30.1,0,64,1,0,25
07-07-2022 05:15,728.4,0,74.2,30.1,0,64,1,0,25
07-07-2022 05:20,728.4,0,73.7,30.1,0,64,0,0,24.9
07-07-2022 05:25,728.5,0,74.2,30.1,0,64,1,0,25
07-07-2022 05:30,728.5,0,75,30.1,0,64,1,0,25.2
07-07-2022 05:35,728.5,0,75.6,29.9,0,64,0,0,25.1
07-07-2022 05:40,728.5,0,76.1,29.9,0,64,1,0,25.2
07-07-2022 05:45,728.5,2,75.5,30.1,0,66,1,0,25.3
07-07-2022 05:50,728.5,4,75.9,30.1,0,165,4,0,25.4
07-07-2022 05:55,728.5,6,77,29.9,0,175,4,1,25.4
07-07-2022 06:00,728.6,10,77.4,29.9,0,176,3,0,25.5
07-07-2022 06:05,728.6,17,78,29.9,0,177,3,0,25.6
07-07-2022 06:10,728.6,23,78.6,29.8,0,200,3,0,25.7
07-07-2022 06:15,728.6,32,78.9,29.8,0,208,3,1,25.7
07-07-2022 06:20,728.6,42,79.2,29.9,0,197,4,1,25.9
07-07-2022 06:25,728.7,52,79.6,29.8,0,201,6,3,25.9
07-07-2022 06:30,728.6,54,79.7,29.8,0,200,4,1,25.9
07-07-2022 06:35,728.8,57,78.5,29.9,0,237,4,1,25.8
07-07-2022 06:40,728.7,69,76.9,30.2,0,248,1,0,25.7
07-07-2022 06:45,728.6,80,76.1,30.3,0,272,4,1,25.6
07-07-2022 06:50,728.6,94,76.2,30.2,0,272,6,1,25.5
07-07-2022 06:55,728.6,109,76.2,30.3,0,276,4,1,25.6
07-07-2022 07:00,728.6,125,75.5,30.4,0,285,8,3,25.6
07-07-2022 07:05,728.6,138,75.3,30.4,0,254,4,1,25.5
07-07-2022 07:10,728.6,145,74.7,30.6,0,285,6,1,25.6
07-07-2022 07:15,728.8,157,74.7,30.6,0,235,4,1,25.6
07-07-2022 07:20,728.7,170,73.8,30.8,0,168,4,0,25.6
07-07-2022 07:25,728.7,183,73.4,30.9,0,273,8,1,25.6
07-07-2022 07:30,728.7,204,72.7,31.1,0,186,6,1,25.6
07-07-2022 07:35,728.6,204,72.4,31.2,0,162,6,1,25.6
07-07-2022 07:40,728.5,200,71.5,31.2,0,244,8,3,25.4
07-07-2022 07:45,728.7,237,71.3,31.3,0,258,9,6,25.5
07-07-2022 07:50,728.6,280,70.4,31.7,0,201,9,3,25.6
07-07-2022 07:55,728.4,341,68.7,32.2,0,208,6,1,25.7
07-07-2022 08:00,728,360,68.6,32.1,0,252,8,3,25.6
07-07-2022 08:05,727.7,408,67.3,32.4,0,196,4,1,25.6
07-07-2022 08:10,727.3,460,66.2,32.8,0,295,6,1,25.7
07-07-2022 08:15,727,495,65.6,32.9,0,231,4,1,25.6
07-07-2022 08:20,726.8,519,65.1,32.9,0,273,9,3,25.5
07-07-2022 08:25,726.9,510,65.7,32.6,0,276,9,6,25.3
07-07-2022 08:30,727.2,475,65.9,32.7,0,286,11,4,25.5
07-07-2022 08:35,727.4,489,63.8,33.3,0,232,8,1,25.5
07-07-2022 08:40,727.3,568,62.7,33.7,0,271,11,3,25.6
07-07-2022 08:45,726.9,579,62.2,33.7,0,255,6,3,25.5
07-07-2022 08:50,726.9,610,62.8,33.5,0,278,12,3,25.4
07-07-2022 08:55,726.5,519,63.2,33.3,0,184,9,3,25.4
07-07-2022 09:00,726.8,524,63.3,33.3,0,278,9,3,25.4
07-07-2022 09:05,726.9,683,59.8,34.4,0,238,4,0,25.5
07-07-2022 09:10,726.3,688,60.2,34.3,0,261,6,1,25.5
07-07-2022 09:15,726,697,61.4,33.8,0,259,8,3,25.3
07-07-2022 09:20,726,679,61.1,34,0,285,6,3,25.4
07-07-2022 09:25,725.9,719,59.8,34.4,0,266,11,1,25.5
07-07-2022 09:30,725.8,739,60,34.4,0,295,11,3,25.5
07-07-2022 09:35,725.7,762,59.1,34.7,0,272,11,3,25.5
07-07-2022 09:40,725.9,782,58,35.1,0,252,9,1,25.6
07-07-2022 09:45,725.9,815,57.1,35.3,0,278,6,3,25.5
07-07-2022 09:50,725.7,812,58.4,34.9,0,252,11,4,25.5
07-07-2022 09:55,725.9,848,58.2,35,0,247,11,3,25.6
07-07-2022 10:00,725.9,835,55.4,35.9,0,268,11,3,25.6
07-07-2022 10:05,725.8,496,57.7,35.2,0,262,6,1,25.6
07-07-2022 10:10,726.2,899,56.5,35.6,0,227,11,4,25.6
07-07-2022 10:15,726.2,861,55.8,35.6,0,268,9,4,25.4
07-07-2022 10:20,726.3,781,55.9,35.6,0,261,11,4,25.4
07-07-2022 10:25,726.4,575,58.2,34.8,0,271,8,3,25.4
07-07-2022 10:30,726.4,882,54.5,36,0,240,8,3,25.4
07-07-2022 10:35,726.1,965,54.3,35.8,0,231,16,6,25.1
07-07-2022 10:40,725.9,1074,52.7,36.4,0,217,12,8,25.2
07-07-2022 10:45,725.7,1088,50.9,36.6,0,259,14,6,24.8
07-07-2022 10:50,725.6,926,51.1,36.6,0,259,14,6,24.9
07-07-2022 10:55,725.7,689,52.9,35.9,0,230,12,4,24.8
07-07-2022 11:00,726,1139,50.3,36.8,0,249,17,8,24.8
07-07-2022 11:05,725.7,1012,49.4,37,0,217,22,9,24.7
07-07-2022 11:10,725.6,849,50.1,36.8,0,252,9,4,24.7
07-07-2022 11:15,725.7,964,50.2,36.7,0,230,16,8,24.6
07-07-2022 11:20,725.6,884,47.6,37.1,0,265,19,8,24.1
07-07-2022 11:25,725.7,503,50.7,35.8,0,252,19,4,24
07-07-2022 11:30,726.2,819,49.1,36.2,0,276,24,16,23.8
07-07-2022 11:35,726.4,565,49.5,36.2,0,292,22,11,24
07-07-2022 11:40,726.7,694,49.7,36.2,0,247,22,9,24
07-07-2022 11:45,726.3,1044,46.9,37.3,0,234,19,8,24.1
07-07-2022 11:50,725.8,682,48.1,36.6,0,268,22,11,23.8
07-07-2022 11:55,725.9,982,47.7,37.1,0,266,17,9,24.2
07-07-2022 12:00,725.9,758,48.5,36.7,0,278,24,11,24.1
07-07-2022 12:05,725.9,715,47.8,37,0,214,14,6,24.1
07-07-2022 12:10,725.8,783,47.1,37,0,271,22,9,23.9
07-07-2022 12:15,725.8,717,46.9,36.9,0,261,19,11,23.7
07-07-2022 12:20,725.7,808,46,37.3,0,241,16,9,23.7
07-07-2022 12:25,725.7,602,46.6,36.9,0,264,19,6,23.6
07-07-2022 12:30,725.6,1067,43.8,38.1,0,256,17,9,23.6
07-07-2022 12:35,725.2,997,42.8,38.3,0,200,27,9,23.4
07-07-2022 12:40,725.1,600,43.9,37.6,0,196,17,6,23.2
07-07-2022 12:45,725.1,1056,43.1,38.2,0,249,20,11,23.5
07-07-2022 12:50,725,933,43.8,37.8,0,235,16,9,23.4
07-07-2022 12:55,725,1085,43.4,38.1,0,275,20,14,23.5
07-07-2022 13:00,725.1,972,44.4,37.7,0,288,24,12,23.5
07-07-2022 13:05,725,1102,42.5,38.8,0,235,16,6,23.8
07-07-2022 13:10,724.7,1156,42.8,38.6,0,251,22,11,23.7
07-07-2022 13:15,724.5,1181,42.2,38.6,0,238,16,9,23.5
07-07-2022 13:20,724.4,991,41.6,38.8,0,214,19,9,23.4
07-07-2022 13:25,724.5,693,43.7,37.9,0,275,27,17,23.4
07-07-2022 13:30,724.8,1139,42.6,38.4,0,230,24,11,23.5
07-07-2022 13:35,724.5,1116,41.4,38.8,0,223,19,9,23.3
07-07-2022 13:40,724.3,930,41.9,38.4,0,302,20,12,23.2
07-07-2022 13:45,724.3,1112,41,39.1,0,268,22,12,23.4
07-07-2022 13:50,724.3,1136,41.1,38.8,0,282,22,12,23.2
07-07-2022 13:55,724.3,1134,40.2,39.4,0,272,19,8,23.4
07-07-2022 14:00,724.1,1100,39.3,39.7,0,224,22,9,23.3
07-07-2022 14:05,723.8,1080,40.3,39.3,0,208,27,11,23.3
07-07-2022 14:10,723.8,757,41.3,38.9,0,254,25,11,23.4
07-07-2022 14:15,724,1046,40.2,39.4,0,220,14,6,23.4
07-07-2022 14:20,723.8,1060,39.9,39.7,0,271,17,8,23.5
07-07-2022 14:25,723.6,1087,39.5,39.6,0,248,19,9,23.3
07-07-2022 14:30,723.6,836,40.2,39.1,0,278,22,12,23.1
07-07-2022 14:35,723.7,891,40.5,39.1,0,224,17,9,23.2
07-07-2022 14:40,723.7,724,40.6,39.2,0,247,20,14,23.4
07-07-2022 14:45,723.8,841,40.6,38.9,0,249,20,12,23.1
07-07-2022 14:50,723.8,496,41.3,38.6,0,234,22,11,23.1
07-07-2022 14:55,723.9,763,41.2,38.7,0,248,22,12,23.2
07-07-2022 15:00,723.9,426,41.7,38.4,0,271,25,14,23.1
07-07-2022 15:05,723.8,953,39.6,39.4,0,238,19,11,23.1
07-07-2022 15:10,723.6,941,39,39.6,0,238,28,11,23.1
07-07-2022 15:15,723.5,959,38.9,39.2,0,269,25,16,22.7
07-07-2022 15:20,723.4,941,37.9,39.7,0,279,22,12,22.7
07-07-2022 15:25,723.3,926,38,39.8,0,245,17,9,22.8
07-07-2022 15:30,723.2,902,38.4,39.8,0,272,19,9,23
07-07-2022 15:35,723,678,38.2,39.8,0,278,22,9,22.9
07-07-2022 15:40,722.9,448,39.8,39.1,0,252,25,12,23
07-07-2022 15:45,723.2,293,40,38.7,0,269,25,12,22.7
07-07-2022 15:50,723.2,728,38,39.7,0,275,24,12,22.7
07-07-2022 15:55,723.2,517,39.1,39,0,279,20,12,22.6
07-07-2022 16:00,723.1,761,38.3,39.5,0,175,16,9,22.7
07-07-2022 16:05,723,494,38.4,39.2,0,268,16,11,22.4
07-07-2022 16:10,722.9,676,37.9,39.3,0,241,20,8,22.3
07-07-2022 16:15,723,723,38.4,39.6,0,316,17,9,22.8
07-07-2022 16:20,722.8,403,39.7,38.9,0,265,25,14,22.7
07-07-2022 16:25,722.9,256,41.1,38.4,0,252,19,11,22.9
07-07-2022 16:30,723.1,238,39.8,39.1,0,182,9,3,23
07-07-2022 16:35,722.9,256,39.8,38.8,0,211,14,6,22.7
07-07-2022 16:40,722.9,357,44.9,38.1,0,118,17,9,24.1
07-07-2022 16:45,723,141,47.3,37.4,0,83,16,8,24.3
07-07-2022 16:50,723.3,97,49.5,36.8,0,60,25,12,24.5
07-07-2022 16:55,723.5,109,57.8,34.8,0,77,32,22,25.3
07-07-2022 17:00,724.1,117,59.6,34.4,0,114,30,17,25.4
07-07-2022 17:05,724.4,72,59,34.5,0,73,20,9,25.3
07-07-2022 17:10,724.7,41,68.8,32.8,1,117,27,14,26.3
07-07-2022 17:15,725.5,27,83.8,29.8,2.7,151,24,14,26.8
07-07-2022 17:20,726.3,27,84.9,28.3,2.5,117,38,14,25.5
07-07-2022 17:25,727.7,20,89.4,27.1,5.3,302,28,12,25.2
07-07-2022 17:30,728.3,13,94.3,26.3,3.8,323,14,8,25.3
07-07-2022 17:35,728.6,6,94.7,25.6,10.9,309,45,20,24.7
07-07-2022 17:40,728.3,5,94.3,24.3,6,307,49,32,23.3
07-07-2022 17:45,728,4,89.9,24.3,3,290,53,35,22.5
07-07-2022 17:50,728.1,5,83.9,25.5,1.2,282,49,28,22.6
07-07-2022 17:55,729.1,7,74.9,27.3,0.2,264,30,14,22.5
07-07-2022 18:00,729.9,6,78.3,27.3,0,134,33,17,23.2
07-07-2022 18:05,729.6,6,79.6,27.1,0,151,32,12,23.3
07-07-2022 18:10,729.3,5,81.6,26.8,0,134,17,9,23.4
07-07-2022 18:15,729.3,6,82.4,27,0,115,22,9,23.7
07-07-2022 18:20,729.9,9,82.4,27.3,0,249,9,4,24
07-07-2022 18:25,730.6,13,83.3,27.6,0,286,22,11,24.5
07-07-2022 18:30,730.2,19,83.4,27.6,0,156,20,9,24.5
07-07-2022 18:35,728.1,31,83.8,27.5,0,50,24,16,24.5
07-07-2022 18:40,727.7,31,83.4,27.4,0,53,28,20,24.3
07-07-2022 18:45,727.7,34,85.4,27.4,0,55,17,11,24.7
07-07-2022 18:50,727.7,35,84.5,27.6,0,72,16,11,24.7
07-07-2022 18:55,728,31,83,27.7,0,73,19,11,24.5
07-07-2022 19:00,728.2,28,84.9,27.6,0,57,19,12,24.8
07-07-2022 19:05,728,28,87.2,27.6,0,50,20,14,25.3
07-07-2022 19:10,728.2,15,87.3,27.6,0,59,16,11,25.3
07-07-2022 19:15,728.2,7,85.5,27.7,0,64,16,11,25
07-07-2022 19:20,728.3,4,85.3,27.6,0,60,17,9,24.9
07-07-2022 19:25,728.6,1,85.9,27.7,0,168,22,8,25.1
07-07-2022 19:30,729,0,89.8,26.5,1.7,208,40,22,24.7
07-07-2022 19:35,729.9,0,93.6,25.4,9.6,273,35,24,24.3
07-07-2022 19:40,729.4,0,95.7,24.8,3.5,343,35,30,24.1
07-07-2022 19:45,729.6,0,96.3,24.9,1.7,304,28,12,24.3
07-07-2022 19:50,729.4,0,96.8,25,0.2,216,12,4,24.5
07-07-2022 19:55,729.1,0,97,25.3,0,118,24,11,24.8
07-07-2022 20:00,729.1,0,95.9,25.6,0,73,20,11,24.9
07-07-2022 20:05,729,0,95.4,25.8,0,115,16,8,25
07-07-2022 20:10,729,0,93.4,26.4,0,36,11,4,25.2
07-07-2022 20:15,729.3,0,90.6,27.1,0,32,11,3,25.4
07-07-2022 20:20,728.8,0,91.7,27,0,42,8,1,25.5
07-07-2022 20:25,728.7,0,91.1,27.2,0,28,6,1,25.6
07-07-2022 20:30,728.8,0,90.2,27.4,0,319,6,3,25.6
07-07-2022 20:35,729,0,90.1,27.5,0,256,8,1,25.7
07-07-2022 20:40,729.6,0,91.2,27.3,0.2,316,22,12,25.7
07-07-2022 20:45,729.7,0,93.4,26.8,0,238,8,3,25.6
07-07-2022 20:50,729.9,0,93.9,26.7,0,238,9,3,25.6
07-07-2022 20:55,729.9,0,93.8,26.6,0.5,218,11,3,25.5
07-07-2022 21:00,730,0,94.1,26.4,0,268,11,6,25.4
07-07-2022 21:05,730.1,0,94.9,26.3,0,264,9,4,25.4
07-07-2022 21:10,730.4,0,94.9,26.3,0,261,11,8,25.4
07-07-2022 21:15,730.7,0,94.7,26.4,0,227,14,8,25.5
07-07-2022 21:20,731,0,94.2,26.4,0,251,16,11,25.4
07-07-2022 21:25,731.1,0,93.7,26.5,0,244,16,11,25.4
07-07-2022 21:30,731.2,0,93.4,26.4,0,247,16,9,25.2
07-07-2022 21:35,731.2,0,93.9,26.3,0.2,251,14,9,25.2
07-07-2022 21:40,731.4,0,94.9,26.2,0.5,251,14,8,25.3
07-07-2022 21:45,731.5,0,95.7,26.2,1.7,237,11,4,25.5
07-07-2022 21:50,731.5,0,96.2,26.2,0.5,252,9,3,25.5
07-07-2022 21:55,731.4,0,96.5,26.1,18.7,231,3,0,25.5
07-07-2022 22:00,731.2,0,96.6,26.1,0.2,237,1,0,25.5
07-07-2022 22:05,731,0,96.6,26.1,0.2,240,3,0,25.5
