m2700s22115,Bar.Pressure (mm-Hg),Solar Rad (wat/m2),RH (%),Temperature (*C),Rainfall (mm),Wind Dir (Deg),Wind Gust (km/h),Wind Speed (km/h),Dew Point (*C)
,mm-Hg,wat/m2,%,*C,mm,Deg,km/h,km/h,*C
,BAR,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
13-07-2022 16:25,721.2,692,53.9,35.8,0,220,8,3,25
13-07-2022 16:30,721.2,689,53.5,35.6,0,81,6,3,24.7
13-07-2022 16:35,721.1,597,53.1,35.6,0,79,6,3,24.6
13-07-2022 16:40,720.9,482,53.8,35.5,0,183,4,1,24.7
13-07-2022 16:45,721,384,54.3,35.4,0,240,4,1,24.8
13-07-2022 16:50,721.1,326,54.8,35.2,0,336,3,0,24.7
13-07-2022 16:55,721,347,52.4,36.1,0,73,3,0,24.8
13-07-2022 17:00,720.9,345,52.3,36.1,0,59,3,0,24.8
13-07-2022 17:05,720.8,305,55.5,34.7,0,290,4,3,24.5
13-07-2022 17:10,721,342,54.9,35,0,76,4,1,24.6
13-07-2022 17:15,721.1,331,53,35.7,0,360,3,0,24.6
13-07-2022 17:20,721,327,53.2,35.8,0,59,4,1,24.8
13-07-2022 17:25,720.9,348,53,35.8,0,83,3,0,24.7
13-07-2022 17:30,720.8,350,53.6,35.7,0,60,8,1,24.8
13-07-2022 17:35,720.7,336,54.2,35.4,0,100,6,1,24.7
13-07-2022 17:40,720.7,286,54,35.3,0,117,3,0,24.6
13-07-2022 17:45,720.7,229,53.1,35.5,0,348,1,0,24.5
13-07-2022 17:50,720.7,201,54.5,35.1,0,169,6,1,24.5
13-07-2022 17:55,720.8,188,56.2,34.6,0,49,9,3,24.6
13-07-2022 18:00,720.9,178,56.2,34.6,0,74,8,3,24.6
13-07-2022 18:05,720.8,167,55.8,34.6,0,96,6,1,24.5
13-07-2022 18:10,721,155,56.4,34.4,0,110,11,6,24.5
13-07-2022 18:15,721.3,138,55.9,34.6,0,117,6,3,24.5
13-07-2022 18:20,721.4,118,55.7,34.6,0,142,8,3,24.4
13-07-2022 18:25,721.5,104,56.2,34.5,0,112,4,1,24.5
13-07-2022 18:30,721.6,93,55.9,34.6,0,129,6,1,24.5
13-07-2022 18:35,721.9,91,56,34.5,0,135,6,3,24.4
13-07-2022 18:40,722,80,56.2,34.5,0,135,4,1,24.5
13-07-2022 18:45,722.2,63,56.5,34.4,0,144,3,0,24.5
13-07-2022 18:50,722.2,54,56,34.6,0,117,1,0,24.5
13-07-2022 18:55,722.4,39,56.6,34.4,0,117,1,0,24.5
13-07-2022 19:00,722.5,31,58.1,33.9,0,182,3,1,24.5
13-07-2022 19:05,722.7,23,59.1,33.7,0,196,4,1,24.6
13-07-2022 19:10,722.9,16,59.6,33.6,0,199,4,3,24.6
13-07-2022 19:15,723.2,10,59.6,33.6,0,197,4,1,24.6
13-07-2022 19:20,723.2,6,59.5,33.5,0,206,4,1,24.5
13-07-2022 19:25,723.4,3,59.8,33.5,0,211,6,1,24.6
13-07-2022 19:30,723.4,1,60.6,33.4,0,216,6,1,24.7
13-07-2022 19:35,723.5,1,61.6,33.3,0,218,4,1,24.9
13-07-2022 19:40,723.4,1,62,33.3,0,218,1,0,25
13-07-2022 19:45,723.3,0,62,33.3,0,218,1,0,25
13-07-2022 19:50,723.2,0,62.1,33.2,0,218,1,0,25
13-07-2022 19:55,723.2,0,62.3,33.3,0,230,3,1,25.1
13-07-2022 20:00,723.2,0,63.2,33.1,0,228,4,1,25.2
13-07-2022 20:05,723.3,0,64,33.1,0,227,4,1,25.4
13-07-2022 20:10,723.2,0,64.4,33.1,0,211,4,1,25.5
13-07-2022 20:15,723.3,0,64.9,32.9,0,197,4,1,25.4
13-07-2022 20:20,723.3,0,65.6,32.9,0,184,3,1,25.6
13-07-2022 20:25,723.4,0,66.6,32.7,0,240,6,1,25.7
13-07-2022 20:30,723.5,0,67.5,32.6,0,265,11,6,25.8
13-07-2022 20:35,723.5,0,68.6,32.4,0,264,8,6,25.9
13-07-2022 20:40,723.6,0,68.9,32.5,0,265,8,3,26
13-07-2022 20:45,723.7,0,68.5,32.4,0,244,12,6,25.9
13-07-2022 20:50,723.7,0,68.3,32.2,0,276,16,8,25.6
13-07-2022 20:55,723.7,0,68.7,32.1,0,269,9,3,25.6
13-07-2022 21:00,723.8,0,69.8,31.7,0,228,12,4,25.5
13-07-2022 21:05,724,0,70.2,31.5,0,324,17,11,25.4
13-07-2022 21:10,724.1,0,70.5,31.4,0,271,14,6,25.4
13-07-2022 21:15,724.1,0,70.8,31.4,0,210,11,4,25.5
13-07-2022 21:20,724.2,0,71.5,31.2,0,302,11,4,25.4
13-07-2022 21:25,724.3,0,72.1,31.1,0,319,9,4,25.5
13-07-2022 21:30,724.4,0,72.8,31,0,314,8,4,25.5
13-07-2022 21:35,724.5,0,73.4,30.9,0,323,9,6,25.6
13-07-2022 21:40,724.7,0,74.6,30.8,0,319,6,3,25.8
13-07-2022 21:45,724.9,0,74.8,30.8,0,326,9,4,25.8
13-07-2022 21:50,725,0,75,30.8,0,323,9,6,25.9
13-07-2022 21:55,725.2,0,75.6,30.7,0,320,9,6,25.9
13-07-2022 22:00,725.3,0,76.5,30.6,0,275,9,4,26
13-07-2022 22:05,725.3,0,77.2,30.4,0,320,8,4,26
13-07-2022 22:10,725.5,0,77.1,30.4,0,326,9,8,25.9
13-07-2022 22:15,725.6,0,76.8,30.4,0,324,11,6,25.9
13-07-2022 22:20,725.7,0,76.6,30.4,0,303,8,4,25.8
13-07-2022 22:25,725.8,0,76.8,30.3,0,303,8,4,25.8
13-07-2022 22:30,725.8,0,76.5,30.3,0,328,11,8,25.7
13-07-2022 22:35,725.9,0,76.7,30.3,0,327,11,6,25.7
13-07-2022 22:40,725.9,0,77.4,30.2,0,316,9,6,25.8
13-07-2022 22:45,726,0,78.1,30.1,0,299,8,4,25.9
13-07-2022 22:50,726,0,78.5,30.1,0,333,4,1,25.9
13-07-2022 22:55,726,0,78.2,30,0,319,8,4,25.8
13-07-2022 23:00,726,0,77.9,29.9,0,320,8,4,25.6
13-07-2022 23:05,726,0,77.7,30,0,321,12,8,25.7
13-07-2022 23:10,726,0,77.8,29.9,0,307,12,9,25.6
13-07-2022 23:15,725.9,0,77.5,29.9,0,331,12,9,25.5
13-07-2022 23:20,726.1,0,78,29.8,0,331,11,6,25.5
13-07-2022 23:25,726.1,0,78.4,29.8,0,310,11,6,25.6
13-07-2022 23:30,726,0,78.4,29.8,0,334,14,8,25.6
13-07-2022 23:35,726,0,78.4,29.8,0,328,12,8,25.6
13-07-2022 23:40,726,0,78.4,29.8,0,336,9,4,25.6
13-07-2022 23:45,725.9,0,78.6,29.7,0,255,8,3,25.6
13-07-2022 23:50,725.9,0,78.6,29.7,0,264,8,3,25.6
13-07-2022 23:55,725.8,0,79.3,29.6,0,304,6,3,25.6
14-07-2022 00:00,725.7,0,79.5,29.6,0,158,4,1,25.7
14-07-2022 00:05,725.7,0,79.7,29.6,0,203,4,1,25.7
14-07-2022 00:10,725.6,0,79.8,29.6,0,344,3,0,25.7
14-07-2022 00:15,725.6,0,79.6,29.6,0,295,6,1,25.7
14-07-2022 00:20,725.6,0,79.6,29.7,0,341,6,3,25.8
14-07-2022 00:25,725.4,0,80.1,29.6,0,328,6,4,25.8
14-07-2022 00:30,725.5,0,80.2,29.6,0,320,4,1,25.8
14-07-2022 00:35,725.4,0,80.2,29.4,0,314,4,1,25.6
14-07-2022 00:40,725.4,0,80.1,29.5,0,337,1,0,25.7
14-07-2022 00:45,725.3,0,80,29.5,0,333,6,3,25.7
14-07-2022 00:50,725.3,0,80.2,29.5,0,331,6,3,25.7
14-07-2022 00:55,725.3,0,79.9,29.5,0,330,9,6,25.7
14-07-2022 01:00,725.2,0,79.8,29.5,0,326,9,6,25.6
14-07-2022 01:05,725.1,0,79.5,29.6,0,333,9,4,25.7
14-07-2022 01:10,725.1,0,79.1,29.7,0,333,9,4,25.7
14-07-2022 01:15,725.1,0,79.1,29.7,0,336,6,4,25.7
14-07-2022 01:20,725,0,80.1,29.5,0,297,8,3,25.7
14-07-2022 01:25,724.9,0,81.2,29.3,0,272,6,1,25.7
14-07-2022 01:30,724.9,0,81.7,29.2,0,293,6,3,25.7
14-07-2022 01:35,724.9,0,82,29.1,0,293,8,4,25.7
14-07-2022 01:40,724.9,0,82,29.1,0,313,8,3,25.7
14-07-2022 01:45,724.9,0,82.2,29.1,0,323,6,3,25.8
14-07-2022 01:50,724.8,0,82,29.2,0,320,6,3,25.8
14-07-2022 01:55,724.8,0,81.7,29.2,0,324,8,4,25.7
14-07-2022 02:00,724.8,0,81,29.2,0,330,9,4,25.6
14-07-2022 02:05,724.8,0,81.3,29.2,0,333,9,4,25.7
14-07-2022 02:10,724.7,0,81.6,29.1,0,319,6,3,25.6
14-07-2022 02:15,724.6,0,81.6,29.1,0,330,9,6,25.6
14-07-2022 02:20,724.6,0,81.8,29.1,0,331,9,6,25.7
14-07-2022 02:25,724.6,0,81.8,29.1,0,334,8,4,25.7
14-07-2022 02:30,724.6,0,81.5,29.1,0,337,8,4,25.6
14-07-2022 02:35,724.6,0,81.6,29.1,0,337,6,3,25.6
14-07-2022 02:40,724.6,0,81.6,29.2,0,334,6,1,25.7
14-07-2022 02:45,724.6,0,81,29.2,0,340,6,3,25.6
14-07-2022 02:50,724.6,0,81.1,29.2,0,312,8,4,25.6
14-07-2022 02:55,724.7,0,81,29.2,0,314,4,3,25.6
14-07-2022 03:00,724.7,0,80.9,29.2,0,357,4,1,25.6
14-07-2022 03:05,724.8,0,80.7,29.2,0,330,6,3,25.5
14-07-2022 03:10,724.8,0,80.5,29.2,0,334,6,3,25.5
14-07-2022 03:15,724.8,0,80.6,29.2,0,334,4,3,25.5
14-07-2022 03:20,724.7,0,80.5,29.2,0,336,6,3,25.5
14-07-2022 03:25,724.7,0,80.9,29.2,0,333,4,1,25.6
14-07-2022 03:30,724.6,0,81.1,29.2,0,334,4,1,25.6
14-07-2022 03:35,724.8,0,80.6,29.3,0,341,3,0,25.6
14-07-2022 03:40,724.8,0,82.4,29.1,0,341,1,0,25.8
14-07-2022 03:45,725,0,84.7,28.9,0,341,0,0,26.1
14-07-2022 03:50,725.1,0,84.9,28.8,0,341,0,0,26
14-07-2022 03:55,725.1,0,85.6,28.7,0,341,0,0,26
14-07-2022 04:00,725.1,0,86.1,28.7,0,341,1,0,26.1
14-07-2022 04:05,725.1,0,86.5,28.6,0,341,1,0,26.1
14-07-2022 04:10,725.2,0,86.5,28.6,0,341,1,0,26.1
14-07-2022 04:15,725.3,0,86,28.6,0,341,1,0,26
14-07-2022 04:20,725.2,0,86.1,28.7,0,341,1,0,26.1
14-07-2022 04:25,725.2,0,86.3,28.6,0,340,1,0,26.1
14-07-2022 04:30,725.1,0,86.4,28.6,0,341,3,0,26.1
14-07-2022 04:35,725.1,0,86.7,28.5,0,340,3,0,26.1
14-07-2022 04:40,725,0,86.8,28.6,0,340,1,0,26.2
14-07-2022 04:45,725.1,0,86.9,28.6,0,155,3,1,26.2
14-07-2022 04:50,725.1,0,87.1,28.6,0,136,3,0,26.2
14-07-2022 04:55,725.1,0,87.1,28.6,0,136,3,0,26.2
14-07-2022 05:00,725,0,87,28.6,0,136,3,0,26.2
14-07-2022 05:05,725,0,87.1,28.5,0,138,3,0,26.1
14-07-2022 05:10,724.9,0,87.3,28.6,0,139,1,0,26.3
14-07-2022 05:15,724.9,0,87.4,28.6,0,139,0,0,26.3
14-07-2022 05:20,725,0,87.3,28.7,0,139,0,0,26.4
14-07-2022 05:25,725.1,0,87.1,28.7,0,139,1,0,26.3
14-07-2022 05:30,725,0,87.9,28.5,0,139,0,0,26.3
14-07-2022 05:35,725,0,88.2,28.5,0,139,1,0,26.4
14-07-2022 05:40,725,0,88.6,28.4,0,135,3,1,26.3
14-07-2022 05:45,725,0,88.4,28.4,0,127,1,0,26.3
14-07-2022 05:50,725,1,88.3,28.5,0,128,0,0,26.4
14-07-2022 05:55,725.1,3,88,28.6,0,127,0,0,26.4
14-07-2022 06:00,725,4,88,28.7,0,128,0,0,26.5
14-07-2022 06:05,725,8,88,28.7,0,128,0,0,26.5
14-07-2022 06:10,725,12,87.5,28.8,0,128,0,0,26.5
14-07-2022 06:15,725,16,86.8,28.8,0,127,0,0,26.4
14-07-2022 06:20,725,21,86.4,28.9,0,127,0,0,26.4
14-07-2022 06:25,725.1,22,86.2,28.9,0,127,0,0,26.4
14-07-2022 06:30,725.1,27,86.6,28.9,0,127,0,0,26.4
14-07-2022 06:35,725,35,86.5,28.9,0,128,0,0,26.4
14-07-2022 06:40,725,42,87.6,28.8,0,131,0,0,26.5
14-07-2022 06:45,724.9,52,88.2,28.8,0,213,3,0,26.6
14-07-2022 06:50,725,67,88.3,28.8,0,213,3,0,26.7
14-07-2022 06:55,724.9,95,87.3,29,0,213,4,1,26.7
14-07-2022 07:00,724.7,120,87,29.1,0,207,4,1,26.7
14-07-2022 07:05,724.6,134,86,29.2,0,194,4,1,26.6
14-07-2022 07:10,724.5,149,85.7,29.3,0,210,6,3,26.7
14-07-2022 07:15,724.4,199,84.3,29.8,0,211,4,1,26.9
14-07-2022 07:20,724.1,223,82.3,30.1,0,206,4,1,26.7
14-07-2022 07:25,723.8,253,81,30.4,0,217,4,1,26.8
14-07-2022 07:30,723.5,245,80,30.6,0,235,4,1,26.8
14-07-2022 07:35,723.5,269,80.2,30.4,0,224,6,3,26.6
14-07-2022 07:40,723.5,269,79.6,30.6,0,224,6,1,26.7
14-07-2022 07:45,723.6,249,78.5,30.6,0,204,6,1,26.4
14-07-2022 07:50,723.7,202,79.2,30.4,0,192,4,1,26.4
14-07-2022 07:55,723.8,258,78.1,30.9,0,206,4,1,26.6
14-07-2022 08:00,723.8,317,77.3,31,0,199,6,3,26.6
14-07-2022 08:05,723.6,332,75.2,31.3,0,192,4,3,26.4
14-07-2022 08:10,723.4,405,73.7,31.6,0,193,4,3,26.3
14-07-2022 08:15,723.1,445,72.2,31.8,0,210,6,3,26.2
14-07-2022 08:20,722.8,480,67.9,32.6,0,184,8,1,25.9
14-07-2022 08:25,722.4,502,65,33.2,0,169,6,1,25.7
14-07-2022 08:30,722,534,60,34.6,0,151,6,0,25.7
14-07-2022 08:35,721.2,559,60.3,34.6,0,163,4,1,25.8
14-07-2022 08:40,720.9,571,59,34.9,0,142,3,0,25.7
14-07-2022 08:45,720.5,588,60.8,34.4,0,196,3,1,25.7
14-07-2022 08:50,720.6,598,59.3,34.7,0,197,4,1,25.6
14-07-2022 08:55,720.7,612,58.3,35.1,0,142,4,1,25.7
14-07-2022 09:00,720.4,639,58.8,35.2,0,204,6,1,25.9
14-07-2022 09:05,720.2,664,62.4,33.9,0,197,6,1,25.7
14-07-2022 09:10,720.6,670,61.6,34.1,0,189,4,1,25.7
14-07-2022 09:15,720.7,689,58.4,35.1,0,166,8,1,25.7
14-07-2022 09:20,720.7,710,58.4,35.1,0,159,8,3,25.7
14-07-2022 09:25,720.9,727,58.4,35.1,0,165,8,3,25.7
14-07-2022 09:30,721,724,59.1,34.8,0,152,8,4,25.6
14-07-2022 09:35,721.2,757,58.6,35.1,0,159,9,3,25.8
14-07-2022 09:40,721.1,769,59.6,34.7,0,206,8,3,25.7
14-07-2022 09:45,721,789,60.1,34.6,0,216,9,3,25.7
14-07-2022 09:50,721.1,800,61.2,34.5,0,193,14,4,25.9
14-07-2022 09:55,721.2,809,61.7,34.3,0,216,11,4,25.9
14-07-2022 10:00,721.3,844,61.5,34.5,0,213,8,3,26
14-07-2022 10:05,721.1,861,58.8,35.2,0,204,11,4,25.9
14-07-2022 10:10,721.1,863,60.9,34.4,0,214,11,6,25.8
14-07-2022 10:15,721.3,869,60,34.8,0,210,11,6,25.9
14-07-2022 10:20,721.3,898,58.1,35.4,0,210,9,4,25.9
14-07-2022 10:25,721.2,922,58.1,35.1,0,190,14,8,25.6
14-07-2022 10:30,721.4,519,58.6,34.9,0,234,11,4,25.6
14-07-2022 10:35,721.9,342,60.7,34.2,0,242,9,4,25.5
14-07-2022 10:40,722.4,553,58,35.1,0,218,8,3,25.6
14-07-2022 10:45,722.4,499,56.7,35.7,0,221,4,0,25.8
14-07-2022 10:50,722.2,735,51.5,37.7,0,248,8,1,26
14-07-2022 10:55,721.5,759,53.4,36.2,0,247,9,6,25.2
14-07-2022 11:00,721.7,740,53.5,35.9,0,232,14,6,25
14-07-2022 11:05,721.9,502,56.1,35.2,0,285,16,9,25.1
14-07-2022 11:10,722.3,1057,54.8,35.8,0,254,20,11,25.3
14-07-2022 11:15,722,741,55.4,35.7,0,251,24,12,25.4
14-07-2022 11:20,722.2,1072,54.7,35.9,0,262,17,9,25.4
14-07-2022 11:25,722.1,1179,53.3,36.7,0,248,19,9,25.7
14-07-2022 11:30,721.7,1138,53.8,36.5,0,254,14,8,25.6
14-07-2022 11:35,721.5,690,55,35.8,0,247,20,9,25.3
14-07-2022 11:40,722,187,57.7,34.8,0,196,20,8,25.2
14-07-2022 11:45,722.8,118,65.7,31.2,0,300,28,17,24
14-07-2022 11:50,723.8,102,69.2,30.4,0,238,25,12,24.1
14-07-2022 11:55,724.3,143,75.5,30,0,290,22,12,25.2
14-07-2022 12:00,724.7,153,77.2,30.1,0,199,20,12,25.7
14-07-2022 12:05,724.7,143,75.1,30.2,0,105,22,11,25.3
14-07-2022 12:10,724.5,158,70.7,30.4,0,87,17,6,24.5
14-07-2022 12:15,724.5,168,68.3,31.1,0,93,9,3,24.6
14-07-2022 12:20,724.3,275,68,31.2,0,59,9,4,24.6
14-07-2022 12:25,724.1,217,69.2,30.4,0,103,9,4,24.1
14-07-2022 12:30,724.3,156,70.7,30.2,0,306,14,8,24.3
14-07-2022 12:35,724.5,151,71,30.3,0,254,28,14,24.5
14-07-2022 12:40,724.8,111,74.2,28.6,0,280,25,16,23.6
14-07-2022 12:45,725.2,93,81,27.5,0,272,30,14,23.9
14-07-2022 12:50,725.6,81,79.9,27.6,3.5,235,35,12,23.8
14-07-2022 12:55,726.4,82,74.6,29,3.8,242,22,8,24
14-07-2022 13:00,727.5,102,74.8,29.5,0.2,172,3,0,24.6
14-07-2022 13:05,726.7,119,70.9,30.1,0,273,8,3,24.2
14-07-2022 13:10,727.3,134,73.7,29.3,0,296,8,4,24.1
14-07-2022 13:15,725.9,160,73.2,29.5,0,338,3,1,24.2
14-07-2022 13:20,726.7,183,72.2,29.8,0,354,3,1,24.3
14-07-2022 13:25,725.6,184,68.9,30.2,0,316,3,0,23.9
14-07-2022 13:30,726.4,211,69.9,30.3,0,358,3,1,24.2
14-07-2022 13:35,726.1,219,70.5,30.7,0,358,1,0,24.7
14-07-2022 13:40,725.6,232,72.9,31,0,358,0,0,25.6
14-07-2022 13:45,724,241,73.7,30.7,0,280,14,6,25.5
14-07-2022 13:50,723.8,254,73.3,30.4,0,255,11,6,25.1
14-07-2022 13:55,723.7,254,74.7,30.3,0,259,12,6,25.3
14-07-2022 14:00,723.7,243,74.8,30.5,0,269,12,6,25.5
14-07-2022 14:05,723.6,234,73.1,30.7,0,249,11,6,25.3
14-07-2022 14:10,723.4,238,70,31.2,0,194,4,0,25.1
14-07-2022 14:15,723,255,69.9,31,0,313,8,3,24.9
14-07-2022 14:20,722.8,273,70.5,30.9,0,330,8,3,24.9
14-07-2022 14:25,722.7,306,69.2,31.4,0,331,4,1,25.1
14-07-2022 14:30,722.5,504,67.3,32.1,0,333,3,0,25.3
14-07-2022 14:35,722.1,940,61,34,0,336,4,0,25.4
14-07-2022 14:40,721.6,937,60.2,34.3,0,357,3,1,25.5
14-07-2022 14:45,721.1,965,58.6,35.3,0,293,6,0,26
14-07-2022 14:50,720.7,1029,59.7,35.2,0,40,6,1,26.2
14-07-2022 14:55,720.3,938,60.9,34.9,0,55,8,3,26.2
14-07-2022 15:00,720.1,1027,63.3,34.4,0,59,8,4,26.4
14-07-2022 15:05,720.1,1000,56.8,35.8,0,40,3,1,25.9
14-07-2022 15:10,719.9,968,57.6,34.9,0,55,8,4,25.3
14-07-2022 15:15,719.8,951,57.4,35.2,0,48,8,4,25.5
14-07-2022 15:20,719.7,930,56.3,35.6,0,53,6,3,25.6
14-07-2022 15:25,719.6,909,57.9,35.4,0,129,8,4,25.8
14-07-2022 15:30,719.5,844,55.6,36.4,0,86,6,1,26.1
14-07-2022 15:35,719.4,854,58.3,35.7,0,77,8,3,26.2
14-07-2022 15:40,719.5,694,61.1,34.7,0,86,12,6,26.1
14-07-2022 15:45,719.6,738,60.1,35,0,64,8,3,26.1
14-07-2022 15:50,719.9,777,59.7,35.3,0,52,9,4,26.3
14-07-2022 15:55,719.8,768,59.1,35.7,0,124,8,3,26.5
14-07-2022 16:00,719.8,748,59.2,35.8,0,190,6,1,26.6
14-07-2022 16:05,719.9,742,60.2,35.6,0,165,6,3,26.7
14-07-2022 16:10,719.9,741,59.8,35.8,0,165,8,3,26.8
14-07-2022 16:15,719.9,767,58.2,36.4,0,179,11,1,26.9
14-07-2022 16:20,719.6,421,61.6,35,0,56,9,4,26.5
14-07-2022 16:25,719.6,544,62.3,35.1,0,50,8,3,26.8
14-07-2022 16:30,719.5,643,61.4,35.3,0,56,9,4,26.7
14-07-2022 16:35,719.5,617,59.3,35.9,0,115,6,3,26.7
14-07-2022 16:40,719.5,584,60.8,35.3,0,50,12,6,26.6
14-07-2022 16:45,719.6,553,60.9,35.1,0,59,14,8,26.4
14-07-2022 16:50,719.7,571,58.9,35.7,0,88,12,4,26.4
14-07-2022 16:55,719.7,564,57.7,35.6,0,80,12,4,26
14-07-2022 17:00,719.7,528,56.5,35.8,0,117,8,4,25.8
14-07-2022 17:05,719.7,247,56.8,35,0,184,11,4,25.1
14-07-2022 17:10,719.7,436,55.5,35.4,0,134,8,3,25.1
14-07-2022 17:15,719.6,513,53.2,36,0,175,9,3,25
14-07-2022 17:20,719.6,442,52.7,36,0,107,9,4,24.8
14-07-2022 17:25,719.5,461,53.7,35.7,0,98,12,6,24.9
14-07-2022 17:30,719.6,401,54,35.6,0,57,11,4,24.9
14-07-2022 17:35,719.9,321,54.1,35.4,0,97,12,4,24.7
14-07-2022 17:40,720,298,54.1,35.2,0,46,12,4,24.5
14-07-2022 17:45,720.1,286,54.4,35.3,0,40,9,4,24.7
14-07-2022 17:50,720.3,218,54.9,35.3,0,98,6,3,24.9
14-07-2022 17:55,720.4,146,56.3,34.9,0,69,6,3,24.9
14-07-2022 18:00,720.4,164,56.6,34.8,0,77,8,3,24.9
14-07-2022 18:05,720.5,113,57.3,34.4,0,87,11,4,24.7
14-07-2022 18:10,720.8,60,57.6,34.3,0,35,4,1,24.7
14-07-2022 18:15,720.8,33,58.5,34.1,0,49,8,4,24.8
14-07-2022 18:20,720.9,12,58.3,34.1,0,96,6,1,24.7
14-07-2022 18:25,721.3,8,61.6,33.3,0,165,9,3,24.9
14-07-2022 18:30,721.7,9,67.8,32.2,13.7,242,17,8,25.5
14-07-2022 18:35,722.9,23,85.6,28.6,6.3,105,25,12,25.9
14-07-2022 18:40,723,21,85.2,28.7,0,117,22,11,26
14-07-2022 18:45,723.6,9,87.7,28.4,0,177,16,9,26.2
14-07-2022 18:50,723.8,2,85.1,28.3,0.5,182,16,8,25.6
14-07-2022 18:55,723.8,2,84.4,27.6,0.5,152,6,3,24.7
14-07-2022 19:00,724.3,2,87,27.6,0,129,4,3,25.2
14-07-2022 19:05,724.5,1,88.8,27.6,1,134,9,4,25.6
14-07-2022 19:10,724.4,1,91.6,27.3,3.5,83,9,4,25.8
14-07-2022 19:15,724,1,93.1,27.1,2.5,83,9,6,25.9
14-07-2022 19:20,723.8,1,91.6,27.3,0.5,88,8,4,25.8
14-07-2022 19:25,723.8,0,91.6,27.4,0.2,104,9,4,25.9
14-07-2022 19:30,723.9,0,91.3,27.2,0,100,11,3,25.7
14-07-2022 19:35,724.5,0,91.5,27.4,0.2,172,12,6,25.9
14-07-2022 19:40,725.1,0,90.5,27.1,2.5,180,12,6,25.4
14-07-2022 19:45,725.3,0,89.2,26.9,2,210,16,11,25
14-07-2022 19:50,726.1,0,92.3,26.1,3.8,221,30,19,24.8
14-07-2022 19:55,726.3,0,96.4,25.3,5.8,206,33,17,24.7
14-07-2022 20:00,726.1,0,97.1,24.9,4.3,201,20,11,24.4
14-07-2022 20:05,725.6,0,97.3,24.7,0.2,224,9,4,24.2
14-07-2022 20:10,725.7,0,97.3,24.7,0.2,152,6,1,24.2
14-07-2022 20:15,725.7,0,97.4,24.8,0,100,6,1,24.4
14-07-2022 20:20,725.7,0,97.4,24.9,0,96,8,4,24.5
14-07-2022 20:25,725.7,0,97.4,25.2,0,103,8,1,24.8
14-07-2022 20:30,725.6,0,97.4,25.3,0.5,177,4,0,24.9
14-07-2022 20:35,725.6,0,97.4,25.2,0,214,3,0,24.8
14-07-2022 20:40,725.7,0,97.4,25.3,0,204,0,0,24.9
14-07-2022 20:45,725.9,0,97.3,25.3,0,184,3,0,24.8
14-07-2022 20:50,726.1,0,97.2,25.5,0,94,9,3,25
14-07-2022 20:55,726.2,0,96.7,25.7,0,104,11,4,25.1
14-07-2022 21:00,726.2,0,96,25.6,0,125,8,4,24.9
14-07-2022 21:05,726.4,0,95.5,25.7,0,127,6,3,24.9
14-07-2022 21:10,726.4,0,95.4,25.7,0,125,4,3,24.9
14-07-2022 21:15,726.5,0,95.4,25.8,0,132,3,1,25
14-07-2022 21:20,726.5,0,95.7,25.9,0,158,4,1,25.2
14-07-2022 21:25,726.6,0,95.6,26,0,158,3,0,25.2
14-07-2022 21:30,726.6,0,95.5,26,0,138,3,1,25.2
14-07-2022 21:35,726.6,0,95.3,26.1,0,142,4,1,25.3
14-07-2022 21:40,726.6,0,95.2,26.1,0,152,8,3,25.3
14-07-2022 21:45,726.7,0,95,26.2,0,155,4,1,25.3
14-07-2022 21:50,726.7,0,95.2,26.2,0,177,4,1,25.4
14-07-2022 21:55,726.8,0,95.5,26.2,0,165,4,1,25.4
14-07-2022 22:00,726.7,0,95.6,26.2,0,163,3,1,25.4
14-07-2022 22:05,726.7,0,95.7,26.2,0,162,4,1,25.5
14-07-2022 22:10,726.8,0,95.3,26.4,0,151,9,4,25.6
14-07-2022 22:15,726.8,0,94.9,26.4,0,159,11,4,25.5
14-07-2022 22:20,726.8,0,95.2,26.6,0,151,11,4,25.8
14-07-2022 22:25,726.7,0,95.5,26.5,0,153,8,3,25.7
14-07-2022 22:30,726.8,0,95.7,26.6,0,155,6,1,25.9
14-07-2022 22:35,726.7,0,95.7,26.6,0,148,6,1,25.9
14-07-2022 22:40,726.7,0,95.6,26.7,0,159,6,3,25.9
14-07-2022 22:45,726.7,0,95.6,26.6,0,145,9,4,25.8
14-07-2022 22:50,726.7,0,95.5,26.8,0,151,9,4,26
14-07-2022 22:55,726.8,0,95,26.9,0,156,8,4,26
14-07-2022 23:00,726.7,0,94.3,27,0,162,8,4,26
14-07-2022 23:05,726.7,0,93.4,26.9,0,158,8,3,25.7
14-07-2022 23:10,726.7,0,92.1,26.9,0,168,8,3,25.5
14-07-2022 23:15,726.6,0,91.4,27,0,166,11,4,25.5
14-07-2022 23:20,726.5,0,91.7,27,0,160,8,4,25.5
14-07-2022 23:25,726.5,0,92.3,26.9,0,158,4,1,25.5
14-07-2022 23:30,726.5,0,92.9,26.9,0,163,3,0,25.7
14-07-2022 23:35,726.4,0,93.2,26.9,0,158,3,0,25.7
14-07-2022 23:40,726.5,0,93.4,26.8,0,186,6,1,25.6
14-07-2022 23:45,726.4,0,93.7,26.9,0,170,4,1,25.8
14-07-2022 23:50,726.5,0,93.9,26.9,0,196,4,1,25.8
14-07-2022 23:55,726.4,0,94.2,26.9,0,197,6,1,25.9
