"Timestamp","O3 Conc(ppb)","Status","NO Conc(ppb)","Status","NOx Conc(ppb)","Status","NO2 Conc(ppb)","Status","SO2 Conc(ppb)","Status","CO Conc(ppm)","Status"
2022-07-01 00:00:00,24.35,128,0.17,128,3.14,128,2.97,128,0.78,128,0.16,128
2022-07-01 00:05:00,24.29,128,0.02,128,2.93,128,2.91,128,0.84,128,0.16,128
2022-07-01 00:10:00,24.73,128,0.06,128,2.9,128,2.84,128,0.91,128,0.16,128
2022-07-01 00:15:00,24.65,128,0.22,128,3.01,128,2.79,128,0.94,128,0.15,128
2022-07-01 00:20:00,24.45,128,0.31,128,3.05,128,2.74,128,0.96,128,0.15,128
2022-07-01 00:25:00,24.19,128,0.42,128,3.15,128,2.73,128,0.94,128,0.15,128
2022-07-01 00:30:00,24.32,128,0.45,128,3.23,128,2.78,128,0.97,128,0.15,128
2022-07-01 00:35:00,23.71,128,0.32,128,3.22,128,2.9,128,0.96,128,0.16,128
2022-07-01 00:40:00,24.1,128,0.28,128,3.32,128,3.04,128,0.95,128,0.16,128
2022-07-01 00:45:00,23.68,128,0.27,128,3.49,128,3.21,128,1,128,0.16,128
2022-07-01 00:50:00,23.24,128,0.22,128,3.57,128,3.35,128,0.98,128,0.17,128
2022-07-01 00:55:00,23.93,128,0.34,128,3.74,128,3.4,128,1.04,128,0.17,128
2022-07-01 01:00:00,24.55,128,0.4,128,3.81,128,3.4,128,1.06,128,0.17,128
2022-07-01 01:05:00,24.6,128,0.28,128,3.79,128,3.51,128,1.07,128,0.17,128
2022-07-01 01:10:00,24.96,128,0.03,128,3.61,128,3.57,128,1.02,128,0.17,128
2022-07-01 01:15:00,25.47,128,-0.05,128,3.46,128,3.51,128,1.03,128,0.16,128
2022-07-01 01:20:00,26.42,128,-0.11,128,3.36,128,3.47,128,0.99,128,0.16,128
2022-07-01 01:25:00,26.94,128,-0.01,128,3.33,128,3.35,128,1.03,128,0.16,128
2022-07-01 01:30:00,27.08,128,0.12,128,3.47,128,3.36,128,1.06,128,0.16,128
2022-07-01 01:35:00,27.37,128,0.17,128,3.48,128,3.31,128,1.03,128,0.16,128
2022-07-01 01:40:00,26.88,128,0.22,128,3.54,128,3.32,128,1.09,128,0.16,128
2022-07-01 01:45:00,26.73,128,0.23,128,3.47,128,3.24,128,1.14,128,0.16,128
2022-07-01 01:50:00,26.44,128,0.26,128,3.54,128,3.28,128,1.17,128,0.16,128
2022-07-01 01:55:00,24.98,128,0.25,128,3.69,128,3.44,128,1.17,128,0.16,128
2022-07-01 02:00:00,23.54,128,0.2,128,3.9,128,3.7,128,1.12,128,0.16,128
2022-07-01 02:05:00,23.7,128,0.22,128,3.98,128,3.77,128,1.17,128,0.16,128
2022-07-01 02:10:00,24.34,128,0.21,128,3.97,128,3.76,128,1.25,128,0.16,128
2022-07-01 02:15:00,24.47,128,0.22,128,4.02,128,3.8,128,1.26,128,0.16,128
2022-07-01 02:20:00,24.16,128,0.19,128,4.07,128,3.88,128,1.22,128,0.16,128
2022-07-01 02:25:00,24.27,128,0.33,128,4.17,128,3.84,128,1.18,128,0.16,128
2022-07-01 02:30:00,23.86,128,0.23,128,4.12,128,3.89,128,1.16,128,0.16,128
2022-07-01 02:35:00,24.08,128,0.11,128,4.04,128,3.93,128,1.14,128,0.16,128
2022-07-01 02:40:00,23.82,128,0.13,128,4.08,128,3.95,128,1.16,128,0.16,128
2022-07-01 02:45:00,24.22,128,0.2,128,4.04,128,3.83,128,1.22,128,0.16,128
2022-07-01 02:50:00,24.74,128,0.37,128,4.1,128,3.73,128,1.24,128,0.16,128
2022-07-01 02:55:00,25.06,128,0.47,128,4.01,128,3.54,128,1.28,128,0.16,128
2022-07-01 03:00:00,24.9,128,0.43,128,3.86,128,3.43,128,1.36,128,0.16,128
2022-07-01 03:05:00,24.77,128,0.45,128,3.83,128,3.38,128,1.34,128,0.16,128
2022-07-01 03:10:00,24.48,128,0.45,128,3.8,128,3.35,128,1.35,128,0.16,128
2022-07-01 03:15:00,24.17,128,0.46,128,3.73,128,3.27,128,1.35,128,0.16,128
2022-07-01 03:20:00,24.36,128,0.4,128,3.69,128,3.28,128,1.34,128,0.16,128
2022-07-01 03:25:00,24.4,128,0.37,128,3.69,128,3.32,128,1.35,128,0.16,128
2022-07-01 03:30:00,24.68,128,0.39,128,3.73,128,3.34,128,1.28,128,0.16,128
2022-07-01 03:35:00,24.51,128,0.49,128,3.79,128,3.3,128,1.28,128,0.16,128
2022-07-01 03:40:00,24.36,128,0.54,128,3.71,128,3.17,128,1.36,128,0.16,128
2022-07-01 03:45:00,24.26,128,0.48,128,3.61,128,3.12,128,1.32,128,0.16,128
2022-07-01 03:50:00,24.16,128,0.36,128,3.47,128,3.11,128,1.26,128,0.17,128
2022-07-01 03:55:00,23.91,128,0.3,128,3.38,128,3.08,128,1.32,128,0.17,128
2022-07-01 04:00:00,23.47,128,0.16,128,3.26,128,3.1,128,1.33,128,0.17,128
2022-07-01 04:05:00,23.31,128,0.3,128,3.31,128,3.01,128,1.34,128,0.17,128
2022-07-01 04:10:00,23.19,128,0.4,128,3.33,128,2.94,128,1.33,128,0.17,128
2022-07-01 04:15:00,23.54,128,0.41,128,3.34,128,2.92,128,1.37,128,0.17,128
2022-07-01 04:20:00,23.81,128,0.36,128,3.11,128,2.75,128,1.36,128,0.17,128
2022-07-01 04:25:00,23.87,128,0.2,128,2.81,128,2.61,128,1.29,128,0.17,128
2022-07-01 04:30:00,23.4,128,0.18,128,2.71,128,2.54,128,1.21,128,0.17,128
2022-07-01 04:35:00,22.85,128,0.38,128,2.83,128,2.45,128,1.24,128,0.17,128
2022-07-01 04:40:00,22.63,128,0.33,128,2.7,128,2.37,128,1.2,128,0.17,128
2022-07-01 04:45:00,21.74,128,0.34,128,2.63,128,2.28,128,1.12,128,0.17,128
2022-07-01 04:50:00,20.93,128,0.44,128,2.66,128,2.22,128,1.13,128,0.17,128
2022-07-01 04:55:00,20.33,128,0.45,128,2.65,128,2.21,128,1.2,128,0.16,128
2022-07-01 05:00:00,19.75,128,0.34,128,2.47,128,2.13,128,1.3,128,0.16,128
2022-07-01 05:05:00,19.39,128,0.31,128,2.38,128,2.07,128,1.26,128,0.16,128
2022-07-01 05:10:00,18.84,128,0.29,128,2.33,128,2.04,128,1.25,128,0.16,128
2022-07-01 05:15:00,18.46,128,0.46,128,2.49,128,2.03,128,1.28,128,0.16,128
2022-07-01 05:20:00,18.13,128,0.34,128,2.44,128,2.1,128,1.28,128,0.16,128
2022-07-01 05:25:00,17.76,128,0.24,128,2.23,128,2,128,1.31,128,0.16,128
2022-07-01 05:30:00,17.34,128,0.38,128,2.27,128,1.89,128,1.32,128,0.16,128
2022-07-01 05:35:00,17.04,128,0.36,128,2.27,128,1.91,128,1.32,128,0.16,128
2022-07-01 05:40:00,16.57,128,0.35,128,2.29,128,1.94,128,1.34,128,0.16,128
2022-07-01 05:45:00,16.73,128,0.31,128,2.22,128,1.91,128,1.39,128,0.16,128
2022-07-01 05:50:00,16.39,128,0.26,128,2.06,128,1.8,128,1.39,64,0.16,1
2022-07-01 05:55:00,16.27,128,0.44,128,2.23,128,1.79,128,1.39,1,0.16,129
2022-07-01 06:00:00,16.27,128,0.16,128,2.01,128,1.85,128,1.4,128,0.16,128
2022-07-01 06:05:00,16.05,128,0.18,128,2.02,128,1.84,128,1.37,128,0.16,128
2022-07-01 06:10:00,16.23,128,0.29,128,2.16,128,1.87,128,1.31,128,0.16,128
2022-07-01 06:15:00,16.13,128,0.37,128,2.25,128,1.88,128,1.27,128,0.16,128
2022-07-01 06:20:00,15.86,128,0.26,128,2.18,128,1.92,128,1.27,128,0.16,128
2022-07-01 06:25:00,15.95,128,0.28,128,2.18,128,1.9,128,1.3,128,0.16,128
2022-07-01 06:30:00,16.43,128,0.24,128,2.17,128,1.92,128,1.23,128,0.16,128
2022-07-01 06:35:00,17.33,128,0.22,128,2.08,128,1.86,128,1.19,128,0.16,128
2022-07-01 06:40:00,18.24,128,0.27,128,2.15,128,1.88,128,1.09,128,0.16,128
2022-07-01 06:45:00,18.54,128,0.32,128,2.07,128,1.75,128,1.05,128,0.15,128
2022-07-01 06:50:00,18.65,128,0.31,128,2.08,128,1.78,128,1.05,128,0.15,128
2022-07-01 06:55:00,18.7,128,0.28,128,2.02,128,1.74,128,1.09,128,0.15,128
2022-07-01 07:00:00,18.93,128,0.31,128,2.02,128,1.71,128,1.09,128,0.15,128
2022-07-01 07:05:00,19.33,128,0.3,128,1.97,128,1.67,128,1.11,128,0.15,128
2022-07-01 07:10:00,19.78,128,0.32,128,2.03,128,1.71,128,1.09,128,0.15,128
2022-07-01 07:15:00,19.98,128,0.15,128,1.95,128,1.8,128,1.09,128,0.15,128
2022-07-01 07:20:00,19.38,128,0.09,128,1.85,128,1.76,128,1.06,128,0.15,128
2022-07-01 07:25:00,19.13,128,0.04,128,1.78,128,1.74,128,1.04,128,0.15,128
2022-07-01 07:30:00,18.85,128,0.05,128,1.82,128,1.76,128,1.01,128,0.15,128
2022-07-01 07:35:00,18.95,128,0.08,128,1.81,128,1.73,128,0.98,128,0.15,128
2022-07-01 07:40:00,19.15,128,0.23,128,1.98,128,1.75,128,0.96,128,0.15,128
2022-07-01 07:45:00,19.28,128,0.21,128,1.9,128,1.69,128,0.98,128,0.15,128
2022-07-01 07:50:00,19.66,128,0.19,128,1.85,128,1.66,128,0.99,128,0.15,128
2022-07-01 07:55:00,19.77,128,0.23,128,1.88,128,1.66,128,0.9,128,0.15,128
2022-07-01 08:00:00,19.72,128,0.31,128,1.95,128,1.64,128,0.92,128,0.15,128
2022-07-01 08:05:00,19.56,128,0.29,128,1.89,128,1.6,128,0.86,128,0.15,128
2022-07-01 08:10:00,19.61,128,0.39,128,1.92,128,1.53,128,0.84,128,0.15,128
2022-07-01 08:15:00,19.75,128,0.46,128,1.99,128,1.53,128,0.86,128,0.15,128
2022-07-01 08:20:00,19.36,128,0.37,128,1.97,128,1.6,128,0.85,128,0.15,128
2022-07-01 08:25:00,19.28,128,0.29,128,1.89,128,1.6,128,0.93,128,0.15,128
2022-07-01 08:30:00,19.7,128,0.35,128,1.91,128,1.56,128,0.94,128,0.15,128
2022-07-01 08:35:00,19.91,128,0.31,128,1.78,128,1.46,128,0.96,128,0.15,128
2022-07-01 08:40:00,19.78,128,0.33,128,1.78,128,1.45,128,1,128,0.15,128
2022-07-01 08:45:00,19.85,128,0.32,128,1.87,128,1.55,128,1.01,128,0.15,128
2022-07-01 08:50:00,20.06,128,0.31,128,1.86,128,1.55,128,0.99,128,0.15,128
2022-07-01 08:55:00,20.05,128,0.3,128,1.94,128,1.64,128,1,128,0.15,128
2022-07-01 09:00:00,20.12,128,0.26,128,1.86,128,1.6,128,1.03,128,0.15,128
2022-07-01 09:05:00,20.23,128,0.15,128,1.79,128,1.64,128,0.94,128,0.15,128
2022-07-01 09:10:00,20.04,128,0.16,128,1.8,128,1.65,128,0.96,128,0.15,128
2022-07-01 09:15:00,20.06,128,0.27,128,1.98,128,1.71,128,0.96,128,0.16,128
2022-07-01 09:20:00,20.24,128,0.38,128,2.17,128,1.79,128,0.96,128,0.15,128
2022-07-01 09:25:00,20.37,128,0.36,128,2.1,128,1.74,128,0.96,128,0.15,128
2022-07-01 09:30:00,20.31,128,0.5,128,2.23,128,1.73,128,0.94,128,0.16,128
2022-07-01 09:35:00,20.31,128,0.55,128,2.28,128,1.74,128,1,128,0.15,128
2022-07-01 09:40:00,20.74,128,0.6,128,2.32,128,1.72,128,1.04,128,0.15,128
2022-07-01 09:45:00,20.93,128,0.41,128,2.2,128,1.79,128,1.02,128,0.16,128
2022-07-01 09:50:00,20.9,128,0.4,128,2.2,128,1.8,128,1.05,128,0.15,128
2022-07-01 09:55:00,20.98,128,0.31,128,2.11,128,1.8,128,1.06,128,0.15,128
2022-07-01 10:00:00,21.82,128,0.22,128,2,128,1.77,128,1.03,128,0.15,128
2022-07-01 10:05:00,22.4,128,0.25,128,2.04,128,1.79,128,1.07,128,0.15,128
2022-07-01 10:10:00,22.67,128,0.21,128,1.97,128,1.76,128,1.07,128,0.15,128
2022-07-01 10:15:00,23.06,128,0.29,128,2.01,128,1.71,128,1.15,128,0.15,128
2022-07-01 10:20:00,23.26,128,0.26,128,1.91,128,1.65,128,1.07,128,0.15,128
2022-07-01 10:25:00,23.05,1,0.27,1,1.91,1,1.64,1,1.02,1,0.15,1
2022-07-01 10:30:00,,34,,34,,34,,34,,34,,34
2022-07-01 10:35:00,23.07,129,0.55,129,2.19,129,1.64,129,0.86,129,0.15,129
2022-07-01 10:40:00,23.21,128,0.47,128,2.16,128,1.69,128,0.91,128,0.15,128
2022-07-01 10:45:00,23.3,128,0.25,128,1.94,128,1.69,128,0.96,128,0.15,128
2022-07-01 10:50:00,23.35,128,0.27,128,2.01,128,1.74,128,1.01,128,0.15,128
2022-07-01 10:55:00,23.62,128,0.26,128,1.98,128,1.72,128,1.03,128,0.16,128
2022-07-01 11:00:00,23.86,128,0.39,128,2.04,128,1.65,128,1.02,128,0.16,128
2022-07-01 11:05:00,23.56,128,0.4,128,2.08,128,1.67,128,1.03,128,0.16,128
2022-07-01 11:10:00,23.86,128,0.3,128,1.94,128,1.64,128,1.03,128,0.16,128
2022-07-01 11:15:00,23.93,128,0.28,128,1.97,128,1.69,128,1.09,128,0.16,128
2022-07-01 11:20:00,23.5,128,0.32,128,1.94,128,1.63,128,1.12,128,0.16,128
2022-07-01 11:25:00,23.52,128,0.39,128,2.06,128,1.68,128,1.08,128,0.16,128
2022-07-01 11:30:00,23.72,128,0.42,128,2.13,128,1.71,128,1.13,128,0.16,128
2022-07-01 11:35:00,23.7,128,0.3,128,2.01,128,1.71,128,1.13,128,0.16,128
2022-07-01 11:40:00,23.83,128,0.18,128,1.96,128,1.78,128,1.14,128,0.16,128
2022-07-01 11:45:00,23.99,128,0.19,128,1.99,128,1.8,128,1.14,128,0.16,128
2022-07-01 11:50:00,24.74,128,0.18,128,2.03,128,1.85,128,1.14,1,0.16,1
2022-07-01 11:55:00,25.28,128,0.34,128,2.2,128,1.86,128,1.14,1,0.16,129
2022-07-01 12:00:00,25.72,128,0.3,128,2.11,128,1.81,128,1.13,128,0.15,128
2022-07-01 12:05:00,25.85,128,0.22,128,1.97,128,1.75,128,1.06,128,0.14,128
2022-07-01 12:10:00,26.28,128,0.27,128,2.01,128,1.74,128,0.95,128,0.14,128
2022-07-01 12:15:00,26.77,128,0.21,128,1.88,128,1.67,128,0.91,128,0.14,128
2022-07-01 12:20:00,26.12,128,0.28,128,1.9,128,1.63,128,0.96,128,0.14,128
2022-07-01 12:25:00,25.84,128,0.26,128,1.99,128,1.73,128,0.97,128,0.14,128
2022-07-01 12:30:00,26.02,128,0.28,128,2.11,128,1.83,128,0.88,128,0.15,128
2022-07-01 12:35:00,26.12,128,0.24,128,2.08,128,1.84,128,0.9,128,0.15,128
2022-07-01 12:40:00,25.86,128,0.24,128,1.95,128,1.7,128,0.91,128,0.14,128
2022-07-01 12:45:00,25.58,128,0.17,128,1.92,128,1.75,128,0.92,128,0.14,128
2022-07-01 12:50:00,25.64,128,0.25,128,1.99,128,1.74,128,1.02,128,0.14,128
2022-07-01 12:55:00,25.93,128,0.21,128,1.93,128,1.72,128,1.05,128,0.14,128
2022-07-01 13:00:00,25.91,128,0.17,128,1.83,128,1.66,128,1.04,128,0.14,128
2022-07-01 13:05:00,25.88,128,0.09,128,1.73,128,1.64,128,1.07,128,0.14,128
2022-07-01 13:10:00,25.67,128,0.05,128,1.68,128,1.63,128,1.01,128,0.14,128
2022-07-01 13:15:00,25.31,128,0.1,128,1.74,128,1.64,128,0.99,128,0.14,128
2022-07-01 13:20:00,25.19,128,0.16,128,1.73,128,1.57,128,0.92,128,0.14,128
2022-07-01 13:25:00,25.14,128,0.15,128,1.7,128,1.55,128,0.85,128,0.14,128
2022-07-01 13:30:00,25.67,128,0.24,128,1.79,128,1.56,128,0.73,128,0.14,128
2022-07-01 13:35:00,25.53,128,0.21,128,1.72,128,1.51,128,0.7,128,0.14,128
2022-07-01 13:40:00,25.22,128,0.14,128,1.74,128,1.6,128,0.6,128,0.14,128
2022-07-01 13:45:00,25.36,128,0.17,128,1.82,128,1.64,128,0.59,128,0.14,128
2022-07-01 13:50:00,25.19,128,0.24,128,1.93,128,1.69,128,0.65,128,0.15,128
2022-07-01 13:55:00,25.3,128,0.17,128,1.95,128,1.78,128,0.67,128,0.15,128
2022-07-01 14:00:00,25.25,128,0.31,128,2.09,128,1.78,128,0.65,128,0.15,128
2022-07-01 14:05:00,25.56,128,0.39,128,2.11,128,1.72,128,0.68,128,0.15,128
2022-07-01 14:10:00,25.45,128,0.52,128,2.22,128,1.7,128,0.69,128,0.14,128
2022-07-01 14:15:00,25.54,128,0.52,128,2.14,128,1.62,128,0.72,128,0.14,128
2022-07-01 14:20:00,25.31,128,0.6,128,2.08,128,1.48,128,0.78,128,0.14,128
2022-07-01 14:25:00,25.28,128,0.6,128,2.08,128,1.49,128,0.72,128,0.14,128
2022-07-01 14:30:00,25.08,128,0.62,128,2.16,128,1.54,128,0.71,128,0.14,128
2022-07-01 14:35:00,25.7,128,0.58,128,2.19,128,1.61,128,0.69,128,0.14,128
2022-07-01 14:40:00,24.87,128,0.53,128,2.23,128,1.7,128,0.7,128,0.15,128
2022-07-01 14:45:00,24.29,128,0.56,128,2.22,128,1.66,128,0.7,128,0.15,128
2022-07-01 14:50:00,25.87,128,0.54,128,2.12,128,1.58,128,0.68,128,0.16,128
2022-07-01 14:55:00,26.01,128,0.54,128,2.06,128,1.52,128,0.62,128,0.16,128
2022-07-01 15:00:00,25.89,128,0.44,128,2,128,1.56,128,0.65,128,0.17,128
2022-07-01 15:05:00,26.41,128,0.47,128,2.1,128,1.63,128,0.69,128,0.17,128
2022-07-01 15:10:00,27.03,128,0.57,128,2.22,128,1.65,128,0.8,128,0.18,128
2022-07-01 15:15:00,28.16,128,0.58,128,2.27,128,1.69,128,0.81,128,0.17,128
2022-07-01 15:20:00,29.83,128,0.48,128,2.18,128,1.7,128,0.81,128,0.16,128
2022-07-01 15:25:00,30.81,128,0.5,128,2.18,128,1.67,128,0.86,128,0.16,128
2022-07-01 15:30:00,30.37,128,0.4,128,2.11,128,1.71,128,0.78,128,0.16,128
2022-07-01 15:35:00,28.85,128,0.15,128,1.85,128,1.7,128,0.75,128,0.16,128
2022-07-01 15:40:00,27.79,128,0.31,128,1.93,128,1.62,128,0.74,128,0.16,128
2022-07-01 15:45:00,27.41,128,0.39,128,2.07,128,1.68,128,0.8,128,0.16,128
2022-07-01 15:50:00,27.14,128,0.34,128,2.05,128,1.71,128,0.79,128,0.16,128
2022-07-01 15:55:00,26.9,128,0.23,128,1.88,128,1.66,128,0.85,128,0.16,128
2022-07-01 16:00:00,26.92,128,0.25,128,1.91,128,1.66,128,0.79,128,0.16,128
2022-07-01 16:05:00,27.22,128,0.3,128,1.96,128,1.66,128,0.8,128,0.16,128
2022-07-01 16:10:00,27.26,128,0.36,128,1.98,128,1.62,128,0.83,128,0.16,128
2022-07-01 16:15:00,27.51,128,0.48,128,2.26,128,1.78,128,0.82,128,0.16,128
2022-07-01 16:20:00,28,128,0.53,128,2.5,128,1.97,128,0.85,128,0.16,128
2022-07-01 16:25:00,28.51,128,0.64,128,2.66,128,2.03,128,0.82,128,0.17,128
2022-07-01 16:30:00,29.42,128,0.53,128,2.56,128,2.03,128,0.79,128,0.16,128
2022-07-01 16:35:00,30.2,128,0.75,128,2.72,128,1.97,128,0.78,128,0.16,128
2022-07-01 16:40:00,30.38,128,0.67,128,2.87,128,2.19,128,0.76,128,0.17,128
2022-07-01 16:45:00,32.48,128,0.5,128,2.9,128,2.4,128,0.74,128,0.17,128
2022-07-01 16:50:00,34.41,128,0.47,128,2.99,128,2.52,128,0.78,128,0.17,128
2022-07-01 16:55:00,34.51,128,0.45,128,3.17,128,2.72,128,0.74,128,0.18,128
2022-07-01 17:00:00,34.89,128,0.42,128,3.46,128,3.05,128,0.75,128,0.18,128
2022-07-01 17:05:00,35.06,128,0.38,128,3.63,128,3.25,128,0.71,128,0.18,128
2022-07-01 17:10:00,36.3,128,0.26,128,3.62,128,3.36,128,0.73,128,0.18,128
2022-07-01 17:15:00,35.86,128,0.14,128,3.66,128,3.52,128,0.76,128,0.18,128
2022-07-01 17:20:00,34.83,128,0.2,128,3.75,128,3.55,128,0.72,128,0.18,128
2022-07-01 17:25:00,32.4,128,0.37,128,4.2,128,3.83,128,0.7,128,0.19,128
2022-07-01 17:30:00,30.22,128,0.46,128,4.65,128,4.19,128,0.71,128,0.2,128
2022-07-01 17:35:00,30.1,128,0.42,128,4.79,128,4.38,128,0.73,128,0.19,128
2022-07-01 17:40:00,31.59,128,0.35,128,4.74,128,4.4,128,0.71,128,0.19,128
2022-07-01 17:45:00,32.81,128,0.4,128,4.63,128,4.23,128,0.75,129,0.19,128
2022-07-01 17:50:00,33.13,128,0.36,128,4.43,128,4.07,128,0.77,64,0.18,1
2022-07-01 17:55:00,33.2,128,0.38,128,4.32,128,3.94,128,0.77,1,0.18,129
2022-07-01 18:00:00,33.37,128,0.5,128,4.31,128,3.81,128,0.79,128,0.17,128
2022-07-01 18:05:00,32.76,128,0.59,128,4.3,128,3.71,128,0.89,128,0.17,128
2022-07-01 18:10:00,32.63,128,0.47,128,4.17,128,3.7,128,0.88,128,0.17,128
2022-07-01 18:15:00,32.69,128,0.42,128,4,128,3.58,128,0.95,128,0.17,128
2022-07-01 18:20:00,31.91,128,0.47,128,3.9,128,3.43,128,0.91,128,0.17,128
2022-07-01 18:25:00,31.37,128,0.48,128,3.95,128,3.47,128,0.81,128,0.17,128
2022-07-01 18:30:00,30.98,128,0.53,128,3.92,128,3.39,128,0.82,128,0.17,128
2022-07-01 18:35:00,30.62,128,0.49,128,3.85,128,3.36,128,0.89,128,0.17,128
2022-07-01 18:40:00,30.19,128,0.43,128,3.82,128,3.39,128,0.91,128,0.17,128
2022-07-01 18:45:00,29.77,128,0.37,128,3.74,128,3.36,128,0.88,128,0.17,128
2022-07-01 18:50:00,29.16,128,0.36,128,3.84,128,3.48,128,0.88,128,0.17,128
2022-07-01 18:55:00,29.33,128,0.41,128,3.86,128,3.45,128,0.92,128,0.16,128
2022-07-01 19:00:00,29.67,128,0.47,128,3.82,128,3.35,128,0.93,128,0.16,128
2022-07-01 19:05:00,28.65,128,0.43,128,3.74,128,3.3,128,0.94,128,0.16,128
2022-07-01 19:10:00,28.09,128,0.37,128,3.69,128,3.33,128,0.97,128,0.17,128
2022-07-01 19:15:00,28.2,128,0.4,128,3.65,128,3.24,128,0.99,128,0.17,128
2022-07-01 19:20:00,27.34,128,0.42,128,3.68,128,3.27,128,0.89,128,0.17,128
2022-07-01 19:25:00,26.18,128,0.4,128,3.64,128,3.24,128,0.8,128,0.17,128
2022-07-01 19:30:00,26.75,128,0.4,128,3.65,128,3.25,128,0.76,128,0.16,128
2022-07-01 19:35:00,27.24,128,0.31,128,3.59,128,3.28,128,0.78,128,0.16,128
2022-07-01 19:40:00,25.97,128,0.13,128,3.62,128,3.49,128,0.78,128,0.16,128
2022-07-01 19:45:00,25.27,128,0.14,128,3.79,128,3.64,128,0.78,128,0.16,128
2022-07-01 19:50:00,25.4,128,0.28,128,3.89,128,3.6,128,0.76,128,0.16,128
2022-07-01 19:55:00,23.73,128,0.21,128,3.89,128,3.69,128,0.79,128,0.16,128
2022-07-01 20:00:00,22.3,128,0.23,128,4.11,128,3.88,128,0.77,128,0.17,128
2022-07-01 20:05:00,21.91,128,0.3,128,4.17,128,3.87,128,0.84,128,0.16,128
2022-07-01 20:10:00,21.38,128,0.34,128,4.07,128,3.72,128,0.93,128,0.17,128
2022-07-01 20:15:00,20.74,128,0.19,128,3.91,128,3.72,128,0.95,128,0.17,128
2022-07-01 20:20:00,20.4,128,0.24,128,3.9,128,3.66,128,0.95,128,0.17,128
2022-07-01 20:25:00,19.66,128,0.31,128,3.96,128,3.65,128,0.9,128,0.17,128
2022-07-01 20:30:00,19.63,128,0.22,128,3.88,128,3.66,128,0.84,128,0.17,128
2022-07-01 20:35:00,19.52,128,0.26,128,3.84,128,3.59,128,0.77,128,0.17,128
2022-07-01 20:40:00,18.95,128,0.14,128,3.86,128,3.72,128,0.75,128,0.17,128
2022-07-01 20:45:00,18.53,128,0.11,128,3.9,128,3.79,128,0.78,128,0.17,128
2022-07-01 20:50:00,18.55,128,0.24,128,4.04,128,3.8,128,0.78,128,0.17,128
2022-07-01 20:55:00,18.29,128,0.28,128,4.14,128,3.87,128,0.8,128,0.17,128
2022-07-01 21:00:00,17.1,128,0.14,128,4.23,128,4.1,128,0.75,128,0.18,128
2022-07-01 21:05:00,16.22,128,0.24,128,4.43,128,4.19,128,0.82,128,0.18,128
2022-07-01 21:10:00,15.63,128,0.43,128,4.6,128,4.17,128,0.86,128,0.18,128
2022-07-01 21:15:00,14.97,128,0.53,128,4.73,128,4.2,128,0.91,128,0.18,128
2022-07-01 21:20:00,14.35,128,0.51,128,4.79,128,4.28,128,0.91,128,0.18,128
2022-07-01 21:25:00,14.65,128,0.39,128,4.71,128,4.31,128,0.85,128,0.18,128
2022-07-01 21:30:00,14.59,128,0.44,128,4.81,128,4.36,128,0.9,128,0.18,128
2022-07-01 21:35:00,14.57,128,0.38,128,4.83,128,4.45,128,0.9,128,0.18,128
2022-07-01 21:40:00,14.05,128,0.19,128,4.83,128,4.63,128,0.86,128,0.18,128
2022-07-01 21:45:00,13.8,128,0.28,128,4.93,128,4.65,128,0.81,128,0.18,128
2022-07-01 21:50:00,13.92,128,0.44,128,5.11,128,4.67,128,0.88,128,0.18,128
2022-07-01 21:55:00,13.35,128,0.41,128,5.13,128,4.72,128,0.95,128,0.18,128
2022-07-01 22:00:00,13.2,128,0.44,128,5.31,128,4.88,128,0.98,128,0.18,128
2022-07-01 22:05:00,13.24,128,0.33,128,5.24,128,4.91,128,1.01,128,0.18,128
2022-07-01 22:10:00,13.27,128,0.22,128,5.19,128,4.97,128,0.98,128,0.18,128
2022-07-01 22:15:00,13.76,128,0.31,128,5.25,128,4.94,128,0.98,128,0.18,128
2022-07-01 22:20:00,14.31,128,0.34,128,5.24,128,4.9,128,0.96,128,0.18,128
2022-07-01 22:25:00,14.58,128,0.44,128,5.22,128,4.77,128,0.95,128,0.18,128
2022-07-01 22:30:00,14.69,128,0.43,128,5.17,128,4.74,128,0.93,128,0.18,128
2022-07-01 22:35:00,14.9,128,0.36,128,5.07,128,4.71,128,0.89,128,0.17,128
2022-07-01 22:40:00,14.37,128,0.32,128,5.07,128,4.75,128,0.85,128,0.18,128
2022-07-01 22:45:00,14.28,128,0.33,128,5.1,128,4.77,128,0.93,128,0.18,128
2022-07-01 22:50:00,13.94,128,0.25,128,5.12,128,4.87,128,0.95,128,0.18,128
2022-07-01 22:55:00,13.75,128,0.21,128,5.09,128,4.88,128,0.95,128,0.17,128
2022-07-01 23:00:00,13.84,128,0.17,128,5.04,128,4.88,128,0.93,128,0.17,128
2022-07-01 23:05:00,13.38,128,0.27,128,5.06,128,4.79,128,0.91,128,0.17,128
2022-07-01 23:10:00,12.28,128,0.34,128,5.28,128,4.95,128,0.9,128,0.17,128
2022-07-01 23:15:00,12.62,128,0.34,128,5.33,128,4.99,128,0.99,128,0.17,128
2022-07-01 23:20:00,12.42,128,0.25,128,5.37,128,5.12,128,1.03,128,0.17,128
2022-07-01 23:25:00,11.95,128,0.23,128,5.45,128,5.23,128,0.96,128,0.17,128
2022-07-01 23:30:00,11.91,128,0.35,128,5.56,128,5.21,128,0.93,128,0.17,128
2022-07-01 23:35:00,11.69,128,0.37,128,5.65,128,5.28,128,0.87,128,0.17,128
