Timestamp,O3 Conc(ppb),Status,NO Conc(ppb),Status,NOx Conc(ppb),Status,NO2 Conc(ppb),Status,SO2 Conc(ppb),Status,CO Conc(ppm),Status
01-07-2022 00:00,24.35,128,0.17,128,3.14,128,2.97,128,0.78,128,0.16,128
